instance pattern_n pattern_d target_n target_d
si2_b09m_m400.06 80 0.107595 400 0.0450125
si2_b09m_m400.00 80 0.117722 400 0.0450877
si2_b09m_m400.02 80 0.111392 400 0.0449875
si2_b09m_m400.04 80 0.115823 400 0.0450125
si2_b09m_m400.07 80 0.11519 400 0.0449373
si2_b09_m800.07 160 0.109434 800 0.0225282
si2_b09_m800.04 160 0.109434 800 0.0225282
si2_b09_m800.05 160 0.109434 800 0.0225282
si2_b09_m800.00 160 0.109591 800 0.0225282
si2_b09_m800.02 160 0.109434 800 0.0225282
si2_b09_m800.01 160 0.109591 800 0.0225282
si2_b09_m800.08 160 0.109591 800 0.0225282
si2_b09_m800.09 160 0.109748 800 0.0225282
si2_b09_m800.03 160 0.109434 800 0.0225282
si2_b09_m800.06 160 0.109434 800 0.0225282
si6_b03_m400.04 240 0.0248954 400 0.0150376
si6_b03_m400.09 240 0.0248954 400 0.0150376
si6_b03_m400.02 240 0.0248954 400 0.0150376
si6_b03_m400.06 240 0.0248954 400 0.0150376
si6_b03_m400.05 240 0.0248954 400 0.0150376
si6_b03_m400.08 240 0.0248954 400 0.0150376
si6_b03_m400.01 240 0.0248954 400 0.0150376
si6_b03_m400.07 240 0.0248954 400 0.0150376
si6_b03_m400.03 240 0.0248954 400 0.0150376
si6_b03_m400.00 240 0.0248954 400 0.0150376
si2_r005_m600.03 120 0.198319 600 0.194825
si2_r005_m600.00 120 0.203081 600 0.195381
si2_r005_m600.06 120 0.198039 600 0.194758
si2_r005_m600.01 120 0.189916 600 0.195537
si2_r005_m600.04 120 0.198039 600 0.195248
si2_r005_m600.09 120 0.209804 600 0.195103
si2_r005_m600.05 120 0.198319 600 0.195281
si2_r005_m600.02 120 0.192997 600 0.195103
si2_r005_m600.08 120 0.205602 600 0.194958
si2_r005_m600.07 120 0.19972 600 0.194713
si4_r01_m600.05 240 0.384658 600 0.379655
si4_r01_m600.02 240 0.37887 600 0.380022
si4_r01_m600.03 240 0.380126 600 0.379566
si4_r01_m600.07 240 0.382427 600 0.379321
si4_r01_m600.08 240 0.378103 600 0.3798
si4_r01_m600.06 240 0.377406 600 0.380367
si4_r01_m600.01 240 0.384658 600 0.380445
si4_r01_m600.04 240 0.385565 600 0.380078
si4_r01_m600.00 240 0.384589 600 0.380234
si4_r01_m600.09 240 0.38675 600 0.380445
si2_b09_m400.04 80 0.213291 400 0.0451128
si2_b09_m400.08 80 0.212658 400 0.0451128
si2_b09_m400.05 80 0.212658 400 0.0451128
si2_b09_m400.01 80 0.212658 400 0.0451128
si2_b09_m400.03 80 0.213291 400 0.0451128
si2_b09_m400.02 80 0.212658 400 0.0451128
si2_b09_m400.07 80 0.213291 400 0.0451128
si2_b09_m400.09 80 0.213291 400 0.0451128
si2_b09_m400.06 80 0.213924 400 0.0451128
si2_b09_m400.00 80 0.213291 400 0.0451128
si4_b06_m200.06 80 0.148101 200 0.0603015
si4_b06_m200.03 80 0.148101 200 0.0603015
si4_b06_m200.02 80 0.148101 200 0.0603015
si4_b06_m200.07 80 0.148101 200 0.0603015
si4_b06_m200.05 80 0.148101 200 0.0603015
si4_b06_m200.08 80 0.148101 200 0.0603015
si4_b06_m200.00 80 0.148101 200 0.0603015
si4_b06_m200.04 80 0.148101 200 0.0603015
si4_b06_m200.01 80 0.148101 200 0.0603015
si4_b06_m200.09 80 0.148101 200 0.0603015
si4_r005_m400.06 160 0.185849 400 0.195539
si4_r005_m400.03 160 0.192138 400 0.194937
si4_r005_m400.07 160 0.191352 400 0.194887
si4_r005_m400.01 160 0.191981 400 0.195414
si4_r005_m400.04 160 0.190881 400 0.195614
si4_r005_m400.00 160 0.193396 400 0.195013
si4_r005_m400.09 160 0.200157 400 0.195063
si4_r005_m400.05 160 0.192925 400 0.195789
si4_r005_m400.08 160 0.193396 400 0.195038
si4_r005_m400.02 160 0.198899 400 0.195013
si4_m4Dr2_m1296.07 518 0.0179234 1296 0.00919729
si4_m4Dr2_m1296.00 518 0.018267 1296 0.00919491
si4_m4Dr2_m1296.05 518 0.0157875 1296 0.00919729
si4_m4Dr2_m1296.04 518 0.0166837 1296 0.00919729
si4_m4Dr2_m1296.08 518 0.015459 1296 0.00919491
si4_m4Dr2_m1296.01 518 0.0176247 1296 0.00919729
si4_m4Dr2_m1296.06 518 0.0172812 1296 0.00919729
si4_m4Dr2_m1296.02 518 0.0169376 1296 0.00919491
si4_m4Dr2_m1296.03 518 0.0157278 1296 0.00919729
si4_m4Dr2_m1296.09 518 0.0163551 1296 0.00919491
si6_b09_m800.03 480 0.0371781 800 0.0225282
si6_b09_m800.09 480 0.0371781 800 0.0225282
si6_b09_m800.07 480 0.0371608 800 0.0225282
si6_b09_m800.05 480 0.0371608 800 0.0225282
si6_b09_m800.04 480 0.0371608 800 0.0225282
si6_b09_m800.01 480 0.0371781 800 0.0225282
si6_b09_m800.00 480 0.0371781 800 0.0225282
si6_b09_m800.02 480 0.0371608 800 0.0225282
si6_b09_m800.06 480 0.0371608 800 0.0225282
si6_b09_m800.08 480 0.0371781 800 0.0225282
si6_b06m_m400.00 240 0.040795 400 0.0300251
si6_b06m_m400.08 240 0.0422594 400 0.0300251
si6_b06m_m400.03 240 0.0410042 400 0.0300251
si6_b06m_m400.04 240 0.0404463 400 0.03
si6_b06m_m400.06 240 0.0419805 400 0.0300251
si6_b06m_m400.07 240 0.0421897 400 0.03
si6_b06m_m400.09 240 0.0409344 400 0.0300251
si6_b06m_m400.02 240 0.043166 400 0.03
si6_b06m_m400.01 240 0.0421897 400 0.0300752
si6_b06m_m400.05 240 0.0412831 400 0.03
si2_m4Dr4_m1296.08 259 0.0274161 1296 0.00981458
si2_m4Dr4_m1296.07 259 0.0269971 1296 0.00980981
si2_m4Dr4_m1296.03 259 0.0265182 1296 0.00980743
si2_m4Dr4_m1296.05 259 0.0277154 1296 0.00981219
si2_m4Dr4_m1296.06 259 0.032205 1296 0.00980981
si2_m4Dr4_m1296.04 259 0.0319655 1296 0.00981458
si2_m4Dr4_m1296.09 259 0.0293317 1296 0.00981219
si2_m4Dr4_m1296.01 259 0.0272365 1296 0.00981458
si2_m4Dr4_m1296.00 259 0.0302296 1296 0.00981458
si2_m4Dr4_m1296.02 259 0.02574 1296 0.00981219
si6_m4Dr6_m1296.02 777 0.0128766 1296 0.0104223
si6_m4Dr6_m1296.08 777 0.013288 1296 0.0104271
si6_m4Dr6_m1296.07 777 0.0135799 1296 0.0104271
si6_m4Dr6_m1296.06 777 0.0133477 1296 0.0104295
si6_m4Dr6_m1296.03 777 0.0130292 1296 0.0104295
si6_m4Dr6_m1296.04 777 0.012744 1296 0.0104295
si6_m4Dr6_m1296.05 777 0.0130624 1296 0.0104271
si6_m4Dr6_m1296.00 777 0.0131022 1296 0.0104247
si6_m4Dr6_m1296.09 777 0.0137656 1296 0.0104247
si6_m4Dr6_m1296.01 777 0.0136197 1296 0.0104295
si4_m4Dr2_m256.00 102 0.0768783 256 0.0443015
si4_m4Dr2_m256.01 102 0.080761 256 0.0443015
si4_m4Dr2_m256.05 102 0.0858086 256 0.0442402
si4_m4Dr2_m256.04 102 0.0827024 256 0.0442402
si4_m4Dr2_m256.08 102 0.0834789 256 0.0442402
si4_m4Dr2_m256.07 102 0.0768783 256 0.0442402
si4_m4Dr2_m256.06 102 0.0834789 256 0.0443015
si4_m4Dr2_m256.02 102 0.085032 256 0.0443015
si4_m4Dr2_m256.09 102 0.0908561 256 0.0443015
si4_m4Dr2_m256.03 102 0.0768783 256 0.0442402
si4_b09m_m200.01 80 0.141772 200 0.0900503
si4_b09m_m200.00 80 0.137342 200 0.0903518
si4_b09m_m200.03 80 0.141139 200 0.0901508
si4_b09m_m200.06 80 0.14557 200 0.0900503
si4_b09m_m200.02 80 0.144304 200 0.0903518
si4_b09m_m200.04 80 0.151899 200 0.0903518
si4_b09m_m200.05 80 0.15443 200 0.0901508
si4_b09m_m200.07 80 0.146835 200 0.0900503
si4_b09m_m200.08 80 0.143038 200 0.0898492
si4_b09m_m200.09 80 0.13038 200 0.0903518
si4_m4Dr4_m625.07 250 0.0327711 625 0.0199795
si4_m4Dr4_m625.05 250 0.036755 625 0.0199795
si4_m4Dr4_m625.01 250 0.0359197 625 0.0199897
si4_m4Dr4_m625.08 250 0.0323855 625 0.0199897
si4_m4Dr4_m625.09 250 0.0334137 625 0.02
si4_m4Dr4_m625.00 250 0.0318715 625 0.02
si4_m4Dr4_m625.04 250 0.0346988 625 0.02
si4_m4Dr4_m625.06 250 0.0336064 625 0.0199795
si4_m4Dr4_m625.03 250 0.0332851 625 0.0199795
si4_m4Dr4_m625.02 250 0.0346988 625 0.02
si4_m4Dr4_m1296.03 518 0.0164597 1296 0.00981458
si4_m4Dr4_m1296.01 518 0.0153693 1296 0.00981219
si4_m4Dr4_m1296.00 518 0.0174305 1296 0.00981219
si4_m4Dr4_m1296.07 518 0.0181176 1296 0.00980981
si4_m4Dr4_m1296.02 518 0.0170422 1296 0.00980981
si4_m4Dr4_m1296.04 518 0.0169824 1296 0.00981458
si4_m4Dr4_m1296.09 518 0.0169824 1296 0.00981458
si4_m4Dr4_m1296.06 518 0.0161759 1296 0.00980981
si4_m4Dr4_m1296.08 518 0.017565 1296 0.00981219
si4_m4Dr4_m1296.05 518 0.016624 1296 0.00981458
si2_r005_m400.05 80 0.210759 400 0.195689
si2_r005_m400.06 80 0.205063 400 0.194812
si2_r005_m400.08 80 0.215823 400 0.195464
si2_r005_m400.02 80 0.203797 400 0.195188
si2_r005_m400.03 80 0.196203 400 0.194862
si2_r005_m400.00 80 0.196203 400 0.194837
si2_r005_m400.07 80 0.193038 400 0.195815
si2_r005_m400.09 80 0.225316 400 0.195464
si2_r005_m400.04 80 0.210127 400 0.194837
si2_r005_m400.01 80 0.186709 400 0.194812
si2_b06m_m400.03 80 0.0867089 400 0.0300251
si2_b06m_m400.06 80 0.0886076 400 0.0300251
si2_b06m_m400.05 80 0.101266 400 0.0300251
si2_b06m_m400.01 80 0.0848101 400 0.03
si2_b06m_m400.00 80 0.0955696 400 0.03
si2_b06m_m400.08 80 0.0905063 400 0.0300251
si2_b06m_m400.07 80 0.0898734 400 0.0300251
si2_b06m_m400.09 80 0.0981013 400 0.0300501
si2_b06m_m400.04 80 0.0879747 400 0.0300501
si2_b06m_m400.02 80 0.103165 400 0.03
si6_r005_m600.02 360 0.194305 600 0.195047
si6_r005_m600.08 360 0.19706 600 0.195192
si6_r005_m600.03 360 0.196503 600 0.195103
si6_r005_m600.05 360 0.19675 600 0.194747
si6_r005_m600.07 360 0.196162 600 0.194936
si6_r005_m600.04 360 0.195481 600 0.195392
si6_r005_m600.06 360 0.192572 600 0.194814
si6_r005_m600.01 360 0.193531 600 0.195281
si6_r005_m600.09 360 0.194862 600 0.195259
si6_r005_m600.00 360 0.195419 600 0.194958
si6_r005_m200.02 120 0.196359 200 0.196884
si6_r005_m200.08 120 0.207563 200 0.195578
si6_r005_m200.09 120 0.205882 200 0.195678
si6_r005_m200.05 120 0.19888 200 0.196281
si6_r005_m200.03 120 0.193277 200 0.196382
si6_r005_m200.00 120 0.194118 200 0.196583
si6_r005_m200.04 120 0.2 200 0.196583
si6_r005_m200.07 120 0.197479 200 0.195678
si6_r005_m200.01 120 0.193557 200 0.195879
si6_r005_m200.06 120 0.188515 200 0.195377
si2_m4Dr6_m625.06 125 0.0485161 625 0.0212513
si2_m4Dr6_m625.08 125 0.056 625 0.0212718
si2_m4Dr6_m625.07 125 0.0572903 625 0.0212615
si2_m4Dr6_m625.03 125 0.0562581 625 0.0212821
si2_m4Dr6_m625.04 125 0.0616774 625 0.0212718
si2_m4Dr6_m625.05 125 0.0536774 625 0.0212513
si2_m4Dr6_m625.09 125 0.0539355 625 0.0212615
si2_m4Dr6_m625.01 125 0.0554839 625 0.0212718
si2_m4Dr6_m625.02 125 0.0541935 625 0.0212615
si2_m4Dr6_m625.00 125 0.0570323 625 0.0212615
si6_b03_m800.02 480 0.0124739 800 0.00750939
si6_b03_m800.04 480 0.0124739 800 0.00750939
si6_b03_m800.03 480 0.0124739 800 0.00750939
si6_b03_m800.05 480 0.0124739 800 0.00750939
si6_b03_m800.06 480 0.0124739 800 0.00750939
si6_b03_m800.01 480 0.0124739 800 0.00750939
si6_b03_m800.00 480 0.0124739 800 0.00750939
si6_b03_m800.07 480 0.0124739 800 0.00750939
si6_b03_m800.09 480 0.0124739 800 0.00750939
si6_b03_m800.08 480 0.0124739 800 0.00750939
si4_m4D_m1296.09 518 0.022942 1296 0.00858001
si4_m4D_m1296.06 518 0.0228225 1296 0.00858001
si4_m4D_m1296.05 518 0.0228524 1296 0.00858001
si4_m4D_m1296.00 518 0.0119639 1296 0.00858001
si4_m4D_m1296.03 518 0.0116204 1296 0.00858001
si4_m4D_m1296.04 518 0.022703 1296 0.00858001
si4_m4D_m1296.08 518 0.0116502 1296 0.00858001
si4_m4D_m1296.02 518 0.0123224 1296 0.00858001
si4_m4D_m1296.01 518 0.0228524 1296 0.00858001
si4_m4D_m1296.07 518 0.0228673 1296 0.00858001
si6_b03m_m400.03 240 0.0222455 400 0.0150376
si6_b03m_m400.01 240 0.0222455 400 0.0150376
si6_b03m_m400.09 240 0.0222455 400 0.0150376
si6_b03m_m400.08 240 0.0225244 400 0.0150125
si6_b03m_m400.07 240 0.0229428 400 0.0150376
si6_b03m_m400.02 240 0.0224547 400 0.0149875
si6_b03m_m400.05 240 0.0225941 400 0.0150376
si6_b03m_m400.00 240 0.0223849 400 0.0149875
si6_b03m_m400.06 240 0.0225941 400 0.0150376
si6_b03m_m400.04 240 0.0223849 400 0.0150376
si4_m4D_m256.07 102 0.0927975 256 0.0411765
si4_m4D_m256.06 102 0.092021 256 0.0411765
si4_m4D_m256.05 102 0.0959037 256 0.0411765
si4_m4D_m256.08 102 0.092021 256 0.0411765
si4_m4D_m256.04 102 0.0935741 256 0.0411765
si4_m4D_m256.09 102 0.0955154 256 0.0411765
si4_m4D_m256.02 102 0.092021 256 0.0411765
si4_m4D_m256.00 102 0.0951272 256 0.0411765
si4_m4D_m256.03 102 0.0943506 256 0.0411765
si4_m4D_m256.01 102 0.0924092 256 0.0411765
si6_b06m_m800.07 480 0.0206159 800 0.0150063
si6_b06m_m800.04 480 0.0207376 800 0.0150188
si6_b06m_m800.01 480 0.0211204 800 0.0150063
si6_b06m_m800.00 480 0.0206507 800 0.0149937
si6_b06m_m800.05 480 0.0212422 800 0.0149937
si6_b06m_m800.08 480 0.0211378 800 0.0150063
si6_b06m_m800.09 480 0.0209986 800 0.0150063
si6_b06m_m800.02 480 0.0204941 800 0.0150063
si6_b06m_m800.03 480 0.0205811 800 0.014975
si6_b06m_m800.06 480 0.0205985 800 0.0149937
si4_r001_m400.08 160 0.05 400 0.0409023
si4_r001_m400.06 160 0.0511006 400 0.0409023
si4_r001_m400.02 160 0.0514151 400 0.0407769
si4_r001_m400.00 160 0.0511006 400 0.0410025
si4_r001_m400.04 160 0.0506289 400 0.0407018
si4_r001_m400.03 160 0.0501572 400 0.0410276
si4_r001_m400.09 160 0.05 400 0.041203
si4_r001_m400.05 160 0.0465409 400 0.0409023
si4_r001_m400.01 160 0.0462264 400 0.040802
si4_r001_m400.07 160 0.0498428 400 0.0410526
si2_m4Dr6_m1296.00 259 0.0269372 1296 0.0104247
si2_m4Dr6_m1296.01 259 0.027476 1296 0.0104247
si2_m4Dr6_m1296.09 259 0.0290922 1296 0.0104247
si2_m4Dr6_m1296.06 259 0.0275358 1296 0.0104319
si2_m4Dr6_m1296.03 259 0.0321451 1296 0.0104247
si2_m4Dr6_m1296.02 259 0.0275358 1296 0.0104271
si2_m4Dr6_m1296.05 259 0.02574 1296 0.0104247
si2_m4Dr6_m1296.08 259 0.0307084 1296 0.0104223
si2_m4Dr6_m1296.04 259 0.027476 1296 0.0104271
si2_m4Dr6_m1296.07 259 0.0273563 1296 0.0104271
si2_b03_m800.07 160 0.0372642 800 0.00750939
si2_b03_m800.08 160 0.0372642 800 0.00750939
si2_b03_m800.04 160 0.0372642 800 0.00750939
si2_b03_m800.05 160 0.0372642 800 0.00750939
si2_b03_m800.09 160 0.0372642 800 0.00750939
si2_b03_m800.00 160 0.0372642 800 0.00750939
si2_b03_m800.02 160 0.0372642 800 0.00750939
si2_b03_m800.03 160 0.0372642 800 0.00750939
si2_b03_m800.01 160 0.0372642 800 0.00750939
si2_b03_m800.06 160 0.0372642 800 0.00750939
si4_b03m_m200.05 80 0.064557 200 0.0301508
si4_b03m_m200.02 80 0.0613924 200 0.0301508
si4_b03m_m200.04 80 0.064557 200 0.0301508
si4_b03m_m200.07 80 0.0658228 200 0.0301508
si4_b03m_m200.00 80 0.0620253 200 0.0301508
si4_b03m_m200.06 80 0.0632911 200 0.0300503
si4_b03m_m200.03 80 0.0601266 200 0.0300503
si4_b03m_m200.09 80 0.0607595 200 0.0301508
si4_b03m_m200.08 80 0.0632911 200 0.0300503
si4_b03m_m200.01 80 0.0613924 200 0.0300503
si2_b06m_m200.04 40 0.187179 200 0.060201
si2_b06m_m200.03 40 0.210256 200 0.0601005
si2_b06m_m200.08 40 0.220513 200 0.06
si2_b06m_m200.06 40 0.184615 200 0.0603015
si2_b06m_m200.05 40 0.215385 200 0.06
si2_b06m_m200.02 40 0.194872 200 0.06
si2_b06m_m200.00 40 0.158974 200 0.0603015
si2_b06m_m200.01 40 0.164103 200 0.0601005
si2_b06m_m200.09 40 0.184615 200 0.0601005
si2_b06m_m200.07 40 0.171795 200 0.0601005
si6_m4Dr4_m625.05 375 0.0268663 625 0.02
si6_m4Dr4_m625.09 375 0.0273226 625 0.0199897
si6_m4Dr4_m625.04 375 0.0268663 625 0.02
si6_m4Dr4_m625.00 375 0.0259537 625 0.02
si6_m4Dr4_m625.08 375 0.0270374 625 0.0199795
si6_m4Dr4_m625.06 375 0.0279216 625 0.02
si6_m4Dr4_m625.01 375 0.0262389 625 0.0199795
si6_m4Dr4_m625.03 375 0.0257825 625 0.0199897
si6_m4Dr4_m625.07 375 0.0251836 625 0.02
si6_m4Dr4_m625.02 375 0.0277219 625 0.02
si4_b03_m200.06 80 0.0740506 200 0.0301508
si4_b03_m200.02 80 0.0740506 200 0.0301508
si4_b03_m200.07 80 0.0740506 200 0.0301508
si4_b03_m200.04 80 0.0740506 200 0.0301508
si4_b03_m200.03 80 0.0740506 200 0.0301508
si4_b03_m200.05 80 0.0740506 200 0.0301508
si4_b03_m200.09 80 0.0740506 200 0.0301508
si4_b03_m200.01 80 0.0740506 200 0.0301508
si4_b03_m200.00 80 0.0740506 200 0.0301508
si4_b03_m200.08 80 0.0740506 200 0.0301508
si2_b03_m400.03 80 0.0740506 400 0.0150376
si2_b03_m400.06 80 0.0740506 400 0.0150376
si2_b03_m400.07 80 0.0740506 400 0.0150376
si2_b03_m400.01 80 0.0740506 400 0.0150376
si2_b03_m400.05 80 0.0740506 400 0.0150376
si2_b03_m400.09 80 0.0740506 400 0.0150376
si2_b03_m400.02 80 0.0740506 400 0.0150376
si2_b03_m400.00 80 0.0740506 400 0.0150376
si2_b03_m400.08 80 0.0740506 400 0.0150376
si2_b03_m400.04 80 0.0740506 400 0.0150376
si4_b09_m200.02 80 0.212658 200 0.0904523
si4_b09_m200.01 80 0.212658 200 0.0904523
si4_b09_m200.00 80 0.212658 200 0.0904523
si4_b09_m200.09 80 0.213291 200 0.0904523
si4_b09_m200.08 80 0.212658 200 0.0904523
si4_b09_m200.04 80 0.212658 200 0.0904523
si4_b09_m200.06 80 0.212658 200 0.0904523
si4_b09_m200.05 80 0.212658 200 0.0904523
si4_b09_m200.07 80 0.212658 200 0.0904523
si4_b09_m200.03 80 0.212658 200 0.0904523
si4_m4Dr4_m256.05 102 0.0873617 256 0.0474265
si4_m4Dr4_m256.09 102 0.0885265 256 0.0473652
si4_m4Dr4_m256.01 102 0.0733838 256 0.0473039
si4_m4Dr4_m256.03 102 0.0757135 256 0.0473652
si4_m4Dr4_m256.06 102 0.0811493 256 0.0474265
si4_m4Dr4_m256.07 102 0.0924092 256 0.0474265
si4_m4Dr4_m256.00 102 0.0819258 256 0.0473652
si4_m4Dr4_m256.02 102 0.0904679 256 0.0473652
si4_m4Dr4_m256.08 102 0.0776548 256 0.0473652
si4_m4Dr4_m256.04 102 0.0780431 256 0.0473039
si2_m4D_m625.01 125 0.0774194 625 0.0174359
si2_m4D_m625.00 125 0.076129 625 0.0174359
si2_m4D_m625.08 125 0.0774194 625 0.0174359
si2_m4D_m625.04 125 0.0763871 625 0.0174359
si2_m4D_m625.09 125 0.0774194 625 0.0174359
si2_m4D_m625.02 125 0.0763871 625 0.0174359
si2_m4D_m625.05 125 0.0774194 625 0.0174359
si2_m4D_m625.06 125 0.0774194 625 0.0174359
si2_m4D_m625.07 125 0.0774194 625 0.0174359
si2_m4D_m625.03 125 0.0769032 625 0.0174359
si4_b09_m800.03 320 0.0555251 800 0.0225282
si4_b09_m800.02 320 0.0554859 800 0.0225282
si4_b09_m800.09 320 0.0556034 800 0.0225282
si4_b09_m800.06 320 0.0554859 800 0.0225282
si4_b09_m800.04 320 0.0555251 800 0.0225282
si4_b09_m800.05 320 0.0556034 800 0.0225282
si4_b09_m800.00 320 0.0554859 800 0.0225282
si4_b09_m800.01 320 0.0554859 800 0.0225282
si4_b09_m800.07 320 0.0555251 800 0.0225282
si4_b09_m800.08 320 0.0555251 800 0.0225282
si2_m4Dr4_m256.05 51 0.14902 256 0.0474265
si2_m4Dr4_m256.02 51 0.128627 256 0.0473652
si2_m4Dr4_m256.00 51 0.150588 256 0.0474265
si2_m4Dr4_m256.07 51 0.156863 256 0.0474265
si2_m4Dr4_m256.03 51 0.123922 256 0.0473652
si2_m4Dr4_m256.06 51 0.128627 256 0.0473652
si2_m4Dr4_m256.04 51 0.134902 256 0.0473039
si2_m4Dr4_m256.09 51 0.122353 256 0.0473039
si2_m4Dr4_m256.01 51 0.150588 256 0.0473039
si2_m4Dr4_m256.08 51 0.150588 256 0.0473652
si6_m4Dr2_m256.04 153 0.0595115 256 0.0442402
si6_m4Dr2_m256.08 153 0.0636395 256 0.0443015
si6_m4Dr2_m256.00 153 0.0627795 256 0.0442402
si6_m4Dr2_m256.07 153 0.0650155 256 0.0443015
si6_m4Dr2_m256.01 153 0.0600275 256 0.0442402
si6_m4Dr2_m256.09 153 0.0608875 256 0.0443015
si6_m4Dr2_m256.03 153 0.0600275 256 0.0443015
si6_m4Dr2_m256.05 153 0.0624355 256 0.0443015
si6_m4Dr2_m256.02 153 0.0584795 256 0.0443015
si6_m4Dr2_m256.06 153 0.0614035 256 0.0442402
si6_b06_m800.00 480 0.0249478 800 0.0150188
si6_b06_m800.05 480 0.0249478 800 0.0150188
si6_b06_m800.02 480 0.0249478 800 0.0150188
si6_b06_m800.07 480 0.0249478 800 0.0150188
si6_b06_m800.08 480 0.0249478 800 0.0150188
si6_b06_m800.09 480 0.0249478 800 0.0150188
si6_b06_m800.06 480 0.0249478 800 0.0150188
si6_b06_m800.01 480 0.0249478 800 0.0150188
si6_b06_m800.04 480 0.0249478 800 0.0150188
si6_b06_m800.03 480 0.0249478 800 0.0150188
si4_b09m_m800.06 320 0.0364028 800 0.0225094
si4_b09m_m800.01 320 0.0378918 800 0.0224969
si4_b09m_m800.02 320 0.0387931 800 0.0225156
si4_b09m_m800.08 320 0.0382053 800 0.0224781
si4_b09m_m800.04 320 0.0384013 800 0.0225156
si4_b09m_m800.03 320 0.0376567 800 0.0225156
si4_b09m_m800.09 320 0.0387147 800 0.0224969
si4_b09m_m800.05 320 0.0354232 800 0.0224781
si4_b09m_m800.00 320 0.0384796 800 0.0224969
si4_b09m_m800.07 320 0.0344436 800 0.0225094
si2_b06_m800.04 160 0.0745283 800 0.0150188
si2_b06_m800.07 160 0.0745283 800 0.0150188
si2_b06_m800.02 160 0.0745283 800 0.0150188
si2_b06_m800.00 160 0.0745283 800 0.0150188
si2_b06_m800.03 160 0.0745283 800 0.0150188
si2_b06_m800.05 160 0.0745283 800 0.0150188
si2_b06_m800.09 160 0.0745283 800 0.0150188
si2_b06_m800.01 160 0.0745283 800 0.0150188
si2_b06_m800.08 160 0.0745283 800 0.0150188
si2_b06_m800.06 160 0.0745283 800 0.0150188
si6_m4D_m256.03 153 0.0684555 256 0.0411765
si6_m4D_m256.08 153 0.0698314 256 0.0411765
si6_m4D_m256.07 153 0.0684555 256 0.0411765
si6_m4D_m256.00 153 0.0677675 256 0.0411765
si6_m4D_m256.01 153 0.0679395 256 0.0411765
si6_m4D_m256.05 153 0.0691434 256 0.0411765
si6_m4D_m256.09 153 0.0509116 256 0.0411765
si6_m4D_m256.04 153 0.0682835 256 0.0411765
si6_m4D_m256.02 153 0.0691434 256 0.0411765
si6_m4D_m256.06 153 0.0675955 256 0.0411765
si2_b06m_m800.07 160 0.0444969 800 0.0150063
si2_b06m_m800.02 160 0.0468553 800 0.015
si2_b06m_m800.03 160 0.0470126 800 0.0150063
si2_b06m_m800.01 160 0.0481132 800 0.0149937
si2_b06m_m800.08 160 0.0457547 800 0.0149937
si2_b06m_m800.04 160 0.0462264 800 0.015
si2_b06m_m800.06 160 0.05 800 0.015
si2_b06m_m800.09 160 0.0477987 800 0.015
si2_b06m_m800.05 160 0.0465409 800 0.0149937
si2_b06m_m800.00 160 0.0496855 800 0.0150063
si4_b06m_m200.00 80 0.106329 200 0.0598995
si4_b06m_m200.08 80 0.106329 200 0.060201
si4_b06m_m200.05 80 0.114557 200 0.060201
si4_b06m_m200.09 80 0.109494 200 0.0603015
si4_b06m_m200.01 80 0.113924 200 0.0601005
si4_b06m_m200.07 80 0.108228 200 0.06
si4_b06m_m200.02 80 0.108861 200 0.060201
si4_b06m_m200.04 80 0.110127 200 0.0603015
si4_b06m_m200.06 80 0.108861 200 0.0601005
si4_b06m_m200.03 80 0.101266 200 0.0601005
si6_r001_m400.09 240 0.0434449 400 0.0409524
si6_r001_m400.05 240 0.0430962 400 0.0410777
si6_r001_m400.00 240 0.046304 400 0.0409273
si6_r001_m400.04 240 0.0422594 400 0.0410526
si6_r001_m400.07 240 0.0449093 400 0.0410777
si6_r001_m400.06 240 0.0444909 400 0.0409273
si6_r001_m400.02 240 0.044212 400 0.0410526
si6_r001_m400.03 240 0.0430265 400 0.0409273
si6_r001_m400.08 240 0.040516 400 0.041203
si6_r001_m400.01 240 0.0460251 400 0.0411779
si6_m4D_m625.00 375 0.0313725 625 0.0174359
si6_m4D_m625.07 375 0.0183957 625 0.0174359
si6_m4D_m625.05 375 0.0193939 625 0.0174359
si6_m4D_m625.08 375 0.0313725 625 0.0174359
si6_m4D_m625.02 375 0.0313725 625 0.0174359
si6_m4D_m625.03 375 0.0189661 625 0.0174359
si6_m4D_m625.04 375 0.0313725 625 0.0174359
si6_m4D_m625.09 375 0.0195936 625 0.0174359
si6_m4D_m625.01 375 0.0313725 625 0.0174359
si6_m4D_m625.06 375 0.0203922 625 0.0174359
si6_b09m_m800.02 480 0.0292797 800 0.0225031
si6_b09m_m800.09 480 0.0290362 800 0.0224969
si6_b09m_m800.04 480 0.0301844 800 0.0225031
si6_b09m_m800.07 480 0.0288796 800 0.0224844
si6_b09m_m800.00 480 0.0294015 800 0.0225156
si6_b09m_m800.05 480 0.0287404 800 0.0224718
si6_b09m_m800.03 480 0.0301496 800 0.0224844
si6_b09m_m800.01 480 0.0298191 800 0.0225094
si6_b09m_m800.06 480 0.0299756 800 0.0225031
si6_b09m_m800.08 480 0.02881 800 0.0224656
si4_m4Dr6_m1296.01 518 0.0165941 1296 0.0104247
si4_m4Dr6_m1296.07 518 0.0164746 1296 0.0104319
si4_m4Dr6_m1296.06 518 0.0164149 1296 0.0104295
si4_m4Dr6_m1296.02 518 0.0176098 1296 0.0104247
