instance pattern_n pattern_d target_n target_d family
si2_m4D_m256.04 51 0.0752941 256 0.0205882 5
si2_m4D_m256.07 51 0.0792157 256 0.0205882 5
si2_m4D_m256.01 51 0.0831373 256 0.0205882 5
si2_m4D_m256.09 51 0.0784314 256 0.0205882 5
si2_m4D_m256.00 51 0.08 256 0.0205882 5
si2_m4D_m256.05 51 0.0839216 256 0.0205882 5
si6_r01_m400.04 240 0.189784 400 0.190175 7
si6_r01_m400.08 240 0.193898 400 0.190288 7
si6_r01_m400.07 240 0.189017 400 0.190038 7
si6_r01_m400.06 240 0.190481 400 0.190075 7
si6_r01_m400.05 240 0.187796 400 0.189887 7
si6_r01_m400.02 240 0.18804 400 0.18995 7
si6_r01_m400.00 240 0.188808 400 0.1899 7
si6_r01_m400.03 240 0.192015 400 0.19015 7
si6_r01_m400.01 240 0.191806 400 0.189862 7
si6_r01_m400.09 240 0.189749 400 0.190551 7
si2_m4Dr4_m625.07 125 0.0289032 625 0.01 6
si2_m4Dr4_m625.02 125 0.0268387 625 0.00998974 6
si2_m4Dr4_m625.03 125 0.0338065 625 0.00998462 6
si2_m4Dr4_m625.00 125 0.0310968 625 0.00998974 6
si2_m4Dr4_m625.05 125 0.0305806 625 0.00999487 6
si2_m4Dr4_m625.06 125 0.0259355 625 0.00999487 6
si2_m4Dr4_m625.09 125 0.0249032 625 0.00998462 6
si2_m4Dr4_m625.01 125 0.0268387 625 0.01 6
si2_m4Dr4_m625.08 125 0.0269677 625 0.01 6
si2_m4Dr4_m625.04 125 0.027871 625 0.00999487 6
si4_r01_m400.01 160 0.191274 400 0.190175 7
si4_r01_m400.08 160 0.191116 400 0.18995 7
si4_r01_m400.02 160 0.189387 400 0.19005 7
si4_r01_m400.03 160 0.183648 400 0.190363 7
si4_r01_m400.07 160 0.188365 400 0.1899 7
si4_r01_m400.06 160 0.18695 400 0.189361 7
si4_r01_m400.04 160 0.188758 400 0.1901 7
si4_r01_m400.00 160 0.192374 400 0.190313 7
si4_r01_m400.05 160 0.190409 400 0.189975 7
si4_r01_m400.09 160 0.188365 400 0.190075 7
si2_b09m_m400.09 80 0.0518987 400 0.0225313 4
si2_b09m_m400.03 80 0.0579114 400 0.0225313 4
si2_b09m_m400.01 80 0.0493671 400 0.0225564 4
si2_b09m_m400.08 80 0.0537975 400 0.0225063 4
si2_b09m_m400.05 80 0.0655063 400 0.0225063 4
si2_b09m_m400.06 80 0.0537975 400 0.0225063 4
si2_b09m_m400.00 80 0.0588608 400 0.0225439 4
si2_b09m_m400.02 80 0.0556962 400 0.0224937 4
si2_b09m_m400.04 80 0.0579114 400 0.0225063 4
si2_b09m_m400.07 80 0.0575949 400 0.0224687 4
si2_b09_m800.07 160 0.054717 800 0.0112641 3
si2_b09_m800.04 160 0.054717 800 0.0112641 3
si2_b09_m800.05 160 0.054717 800 0.0112641 3
si2_b09_m800.00 160 0.0547956 800 0.0112641 3
si2_b09_m800.02 160 0.054717 800 0.0112641 3
si2_b09_m800.01 160 0.0547956 800 0.0112641 3
si2_b09_m800.08 160 0.0547956 800 0.0112641 3
si2_b09_m800.09 160 0.0548742 800 0.0112641 3
si2_b09_m800.03 160 0.054717 800 0.0112641 3
si2_b09_m800.06 160 0.054717 800 0.0112641 3
si6_b03_m400.04 240 0.0124477 400 0.0075188 3
si6_b03_m400.09 240 0.0124477 400 0.0075188 3
si6_b03_m400.02 240 0.0124477 400 0.0075188 3
si6_b03_m400.06 240 0.0124477 400 0.0075188 3
si6_b03_m400.05 240 0.0124477 400 0.0075188 3
si6_b03_m400.08 240 0.0124477 400 0.0075188 3
si6_b03_m400.01 240 0.0124477 400 0.0075188 3
si6_b03_m400.07 240 0.0124477 400 0.0075188 3
si6_b03_m400.03 240 0.0124477 400 0.0075188 3
si6_b03_m400.00 240 0.0124477 400 0.0075188 3
si2_r005_m600.03 120 0.0991597 600 0.0974124 7
si2_r005_m600.00 120 0.101541 600 0.0976906 7
si2_r005_m600.06 120 0.0990196 600 0.097379 7
si2_r005_m600.01 120 0.094958 600 0.0977685 7
si2_r005_m600.04 120 0.0990196 600 0.0976238 7
si2_r005_m600.09 120 0.104902 600 0.0975515 7
si2_r005_m600.05 120 0.0991597 600 0.0976405 7
si2_r005_m600.02 120 0.0964986 600 0.0975515 7
si2_r005_m600.08 120 0.102801 600 0.0974791 7
si2_r005_m600.07 120 0.0998599 600 0.0973567 7
si4_r01_m600.05 240 0.192329 600 0.189827 7
si4_r01_m600.02 240 0.189435 600 0.190011 7
si4_r01_m600.03 240 0.190063 600 0.189783 7
si4_r01_m600.07 240 0.191213 600 0.189661 7
si4_r01_m600.08 240 0.189052 600 0.1899 7
si4_r01_m600.06 240 0.188703 600 0.190184 7
si4_r01_m600.01 240 0.192329 600 0.190223 7
si4_r01_m600.04 240 0.192782 600 0.190039 7
si4_r01_m600.00 240 0.192294 600 0.190117 7
si4_r01_m600.09 240 0.193375 600 0.190223 7
si2_b09_m400.04 80 0.106646 400 0.0225564 3
si2_b09_m400.08 80 0.106329 400 0.0225564 3
si2_b09_m400.05 80 0.106329 400 0.0225564 3
si2_b09_m400.01 80 0.106329 400 0.0225564 3
si2_b09_m400.03 80 0.106646 400 0.0225564 3
si2_b09_m400.02 80 0.106329 400 0.0225564 3
si2_b09_m400.07 80 0.106646 400 0.0225564 3
si2_b09_m400.09 80 0.106646 400 0.0225564 3
si2_b09_m400.06 80 0.106962 400 0.0225564 3
si2_b09_m400.00 80 0.106646 400 0.0225564 3
si4_b06_m200.06 80 0.0740506 200 0.0301508 3
si4_b06_m200.03 80 0.0740506 200 0.0301508 3
si4_b06_m200.02 80 0.0740506 200 0.0301508 3
si4_b06_m200.07 80 0.0740506 200 0.0301508 3
si4_b06_m200.05 80 0.0740506 200 0.0301508 3
si4_b06_m200.08 80 0.0740506 200 0.0301508 3
si4_b06_m200.00 80 0.0740506 200 0.0301508 3
si4_b06_m200.04 80 0.0740506 200 0.0301508 3
si4_b06_m200.01 80 0.0740506 200 0.0301508 3
si4_b06_m200.09 80 0.0740506 200 0.0301508 3
si4_r005_m400.06 160 0.0929245 400 0.0977694 7
si4_r005_m400.03 160 0.0960692 400 0.0974687 7
si4_r005_m400.07 160 0.0956761 400 0.0974436 7
si4_r005_m400.01 160 0.0959906 400 0.0977068 7
si4_r005_m400.04 160 0.0954403 400 0.097807 7
si4_r005_m400.00 160 0.0966981 400 0.0975063 7
si4_r005_m400.09 160 0.100079 400 0.0975313 7
si4_r005_m400.05 160 0.0964623 400 0.0978947 7
si4_r005_m400.08 160 0.0966981 400 0.0975188 7
si4_r005_m400.02 160 0.0994497 400 0.0975063 7
si4_m4Dr2_m1296.07 518 0.00896171 1296 0.00459865 6
si4_m4Dr2_m1296.00 518 0.00913348 1296 0.00459745 6
si4_m4Dr2_m1296.05 518 0.00789377 1296 0.00459865 6
si4_m4Dr2_m1296.04 518 0.00834186 1296 0.00459865 6
si4_m4Dr2_m1296.08 518 0.00772948 1296 0.00459745 6
si4_m4Dr2_m1296.01 518 0.00881235 1296 0.00459865 6
si4_m4Dr2_m1296.06 518 0.00864058 1296 0.00459865 6
si4_m4Dr2_m1296.02 518 0.00846882 1296 0.00459745 6
si4_m4Dr2_m1296.03 518 0.0078639 1296 0.00459865 6
si4_m4Dr2_m1296.09 518 0.00817756 1296 0.00459745 6
si6_b09_m800.03 480 0.0185891 800 0.0112641 3
si6_b09_m800.09 480 0.0185891 800 0.0112641 3
si6_b09_m800.07 480 0.0185804 800 0.0112641 3
si6_b09_m800.05 480 0.0185804 800 0.0112641 3
si6_b09_m800.04 480 0.0185804 800 0.0112641 3
si6_b09_m800.01 480 0.0185891 800 0.0112641 3
si6_b09_m800.00 480 0.0185891 800 0.0112641 3
si6_b09_m800.02 480 0.0185804 800 0.0112641 3
si6_b09_m800.06 480 0.0185804 800 0.0112641 3
si6_b09_m800.08 480 0.0185891 800 0.0112641 3
si6_b06m_m400.00 240 0.0203975 400 0.0150125 4
si6_b06m_m400.08 240 0.0211297 400 0.0150125 4
si6_b06m_m400.03 240 0.0205021 400 0.0150125 4
si6_b06m_m400.04 240 0.0202232 400 0.015 4
si6_b06m_m400.06 240 0.0209902 400 0.0150125 4
si6_b06m_m400.07 240 0.0210948 400 0.015 4
si6_b06m_m400.09 240 0.0204672 400 0.0150125 4
si6_b06m_m400.02 240 0.021583 400 0.015 4
si6_b06m_m400.01 240 0.0210948 400 0.0150376 4
si6_b06m_m400.05 240 0.0206416 400 0.015 4
si2_m4Dr4_m1296.08 259 0.0137081 1296 0.00490729 6
si2_m4Dr4_m1296.07 259 0.0134985 1296 0.0049049 6
si2_m4Dr4_m1296.03 259 0.0132591 1296 0.00490371 6
si2_m4Dr4_m1296.05 259 0.0138577 1296 0.0049061 6
si2_m4Dr4_m1296.06 259 0.0161025 1296 0.0049049 6
si2_m4Dr4_m1296.04 259 0.0159828 1296 0.00490729 6
si2_m4Dr4_m1296.09 259 0.0146658 1296 0.0049061 6
si2_m4Dr4_m1296.01 259 0.0136183 1296 0.00490729 6
si2_m4Dr4_m1296.00 259 0.0151148 1296 0.00490729 6
si2_m4Dr4_m1296.02 259 0.01287 1296 0.0049061 6
si6_m4Dr6_m1296.02 777 0.00643832 1296 0.00521116 6
si6_m4Dr6_m1296.08 777 0.00664398 1296 0.00521355 6
si6_m4Dr6_m1296.07 777 0.00678993 1296 0.00521355 6
si6_m4Dr6_m1296.06 777 0.00667383 1296 0.00521474 6
si6_m4Dr6_m1296.03 777 0.00651461 1296 0.00521474 6
si6_m4Dr6_m1296.04 777 0.00637198 1296 0.00521474 6
si6_m4Dr6_m1296.05 777 0.0065312 1296 0.00521355 6
si6_m4Dr6_m1296.00 777 0.0065511 1296 0.00521236 6
si6_m4Dr6_m1296.09 777 0.0068828 1296 0.00521236 6
si6_m4Dr6_m1296.01 777 0.00680983 1296 0.00521474 6
si4_m4Dr2_m256.00 102 0.0384391 256 0.0221507 6
si4_m4Dr2_m256.01 102 0.0403805 256 0.0221507 6
si4_m4Dr2_m256.05 102 0.0429043 256 0.0221201 6
si4_m4Dr2_m256.04 102 0.0413512 256 0.0221201 6
si4_m4Dr2_m256.08 102 0.0417395 256 0.0221201 6
si4_m4Dr2_m256.07 102 0.0384391 256 0.0221201 6
si4_m4Dr2_m256.06 102 0.0417395 256 0.0221507 6
si4_m4Dr2_m256.02 102 0.042516 256 0.0221507 6
si4_m4Dr2_m256.09 102 0.0454281 256 0.0221507 6
si4_m4Dr2_m256.03 102 0.0384391 256 0.0221201 6
si4_b09m_m200.01 80 0.0708861 200 0.0450251 4
si4_b09m_m200.00 80 0.0686709 200 0.0451759 4
si4_b09m_m200.03 80 0.0705696 200 0.0450754 4
si4_b09m_m200.06 80 0.0727848 200 0.0450251 4
si4_b09m_m200.02 80 0.0721519 200 0.0451759 4
si4_b09m_m200.04 80 0.0759494 200 0.0451759 4
si4_b09m_m200.05 80 0.0772152 200 0.0450754 4
si4_b09m_m200.07 80 0.0734177 200 0.0450251 4
si4_b09m_m200.08 80 0.071519 200 0.0449246 4
si4_b09m_m200.09 80 0.0651899 200 0.0451759 4
si4_m4Dr4_m625.07 250 0.0163855 625 0.00998974 6
si4_m4Dr4_m625.05 250 0.0183775 625 0.00998974 6
si4_m4Dr4_m625.01 250 0.0179598 625 0.00999487 6
si4_m4Dr4_m625.08 250 0.0161928 625 0.00999487 6
si4_m4Dr4_m625.09 250 0.0167068 625 0.01 6
si4_m4Dr4_m625.00 250 0.0159357 625 0.01 6
si4_m4Dr4_m625.04 250 0.0173494 625 0.01 6
si4_m4Dr4_m625.06 250 0.0168032 625 0.00998974 6
si4_m4Dr4_m625.03 250 0.0166426 625 0.00998974 6
si4_m4Dr4_m625.02 250 0.0173494 625 0.01 6
si4_m4Dr4_m1296.03 518 0.00822984 1296 0.00490729 6
si4_m4Dr4_m1296.01 518 0.00768467 1296 0.0049061 6
si4_m4Dr4_m1296.00 518 0.00871526 1296 0.0049061 6
si4_m4Dr4_m1296.07 518 0.0090588 1296 0.0049049 6
si4_m4Dr4_m1296.02 518 0.00852109 1296 0.0049049 6
si4_m4Dr4_m1296.04 518 0.00849122 1296 0.00490729 6
si4_m4Dr4_m1296.09 518 0.00849122 1296 0.00490729 6
si4_m4Dr4_m1296.06 518 0.00808794 1296 0.0049049 6
si4_m4Dr4_m1296.08 518 0.00878248 1296 0.0049061 6
si4_m4Dr4_m1296.05 518 0.00831199 1296 0.00490729 6
si2_r005_m400.05 80 0.10538 400 0.0978446 7
si2_r005_m400.06 80 0.102532 400 0.097406 7
si2_r005_m400.08 80 0.107911 400 0.0977318 7
si2_r005_m400.02 80 0.101899 400 0.097594 7
si2_r005_m400.03 80 0.0981013 400 0.0974311 7
si2_r005_m400.00 80 0.0981013 400 0.0974185 7
si2_r005_m400.07 80 0.096519 400 0.0979073 7
si2_r005_m400.09 80 0.112658 400 0.0977318 7
si2_r005_m400.04 80 0.105063 400 0.0974185 7
si2_r005_m400.01 80 0.0933544 400 0.097406 7
si2_b06m_m400.03 80 0.0433544 400 0.0150125 4
si2_b06m_m400.06 80 0.0443038 400 0.0150125 4
si2_b06m_m400.05 80 0.0506329 400 0.0150125 4
si2_b06m_m400.01 80 0.0424051 400 0.015 4
si2_b06m_m400.00 80 0.0477848 400 0.015 4
si2_b06m_m400.08 80 0.0452532 400 0.0150125 4
si2_b06m_m400.07 80 0.0449367 400 0.0150125 4
si2_b06m_m400.09 80 0.0490506 400 0.0150251 4
si2_b06m_m400.04 80 0.0439873 400 0.0150251 4
si2_b06m_m400.02 80 0.0515823 400 0.015 4
si6_r005_m600.02 360 0.0971526 600 0.0975237 7
si6_r005_m600.08 360 0.0985299 600 0.097596 7
si6_r005_m600.03 360 0.0982513 600 0.0975515 7
si6_r005_m600.05 360 0.0983751 600 0.0973734 7
si6_r005_m600.07 360 0.0980811 600 0.097468 7
si6_r005_m600.04 360 0.0977406 600 0.0976962 7
si6_r005_m600.06 360 0.096286 600 0.0974068 7
si6_r005_m600.01 360 0.0967657 600 0.0976405 7
si6_r005_m600.09 360 0.0974311 600 0.0976294 7
si6_r005_m600.00 360 0.0977097 600 0.0974791 7
si6_r005_m200.02 120 0.0981793 200 0.0984422 7
si6_r005_m200.08 120 0.103782 200 0.0977889 7
si6_r005_m200.09 120 0.102941 200 0.0978392 7
si6_r005_m200.05 120 0.0994398 200 0.0981407 7
si6_r005_m200.03 120 0.0966387 200 0.098191 7
si6_r005_m200.00 120 0.0970588 200 0.0982915 7
si6_r005_m200.04 120 0.1 200 0.0982915 7
si6_r005_m200.07 120 0.0987395 200 0.0978392 7
si6_r005_m200.01 120 0.0967787 200 0.0979397 7
si6_r005_m200.06 120 0.0942577 200 0.0976884 7
si2_m4Dr6_m625.06 125 0.0242581 625 0.0106256 6
si2_m4Dr6_m625.08 125 0.028 625 0.0106359 6
si2_m4Dr6_m625.07 125 0.0286452 625 0.0106308 6
si2_m4Dr6_m625.03 125 0.028129 625 0.010641 6
si2_m4Dr6_m625.04 125 0.0308387 625 0.0106359 6
si2_m4Dr6_m625.05 125 0.0268387 625 0.0106256 6
si2_m4Dr6_m625.09 125 0.0269677 625 0.0106308 6
si2_m4Dr6_m625.01 125 0.0277419 625 0.0106359 6
si2_m4Dr6_m625.02 125 0.0270968 625 0.0106308 6
si2_m4Dr6_m625.00 125 0.0285161 625 0.0106308 6
si6_b03_m800.02 480 0.00623695 800 0.00375469 3
si6_b03_m800.04 480 0.00623695 800 0.00375469 3
si6_b03_m800.03 480 0.00623695 800 0.00375469 3
si6_b03_m800.05 480 0.00623695 800 0.00375469 3
si6_b03_m800.06 480 0.00623695 800 0.00375469 3
si6_b03_m800.01 480 0.00623695 800 0.00375469 3
si6_b03_m800.00 480 0.00623695 800 0.00375469 3
si6_b03_m800.07 480 0.00623695 800 0.00375469 3
si6_b03_m800.09 480 0.00623695 800 0.00375469 3
si6_b03_m800.08 480 0.00623695 800 0.00375469 3
si4_m4D_m1296.09 518 0.011471 1296 0.00429 5
si4_m4D_m1296.06 518 0.0114112 1296 0.00429 5
si4_m4D_m1296.05 518 0.0114262 1296 0.00429 5
si4_m4D_m1296.00 518 0.00598194 1296 0.00429 5
si4_m4D_m1296.03 518 0.00581018 1296 0.00429 5
si4_m4D_m1296.04 518 0.0113515 1296 0.00429 5
si4_m4D_m1296.08 518 0.00582511 1296 0.00429 5
si4_m4D_m1296.02 518 0.00616118 1296 0.00429 5
si4_m4D_m1296.01 518 0.0114262 1296 0.00429 5
si4_m4D_m1296.07 518 0.0114336 1296 0.00429 5
si6_b03m_m400.03 240 0.0111227 400 0.0075188 4
si6_b03m_m400.01 240 0.0111227 400 0.0075188 4
si6_b03m_m400.09 240 0.0111227 400 0.0075188 4
si6_b03m_m400.08 240 0.0112622 400 0.00750627 4
si6_b03m_m400.07 240 0.0114714 400 0.0075188 4
si6_b03m_m400.02 240 0.0112273 400 0.00749373 4
si6_b03m_m400.05 240 0.0112971 400 0.0075188 4
si6_b03m_m400.00 240 0.0111925 400 0.00749373 4
si6_b03m_m400.06 240 0.0112971 400 0.0075188 4
si6_b03m_m400.04 240 0.0111925 400 0.0075188 4
si4_m4D_m256.07 102 0.0463988 256 0.0205882 5
si4_m4D_m256.06 102 0.0460105 256 0.0205882 5
si4_m4D_m256.05 102 0.0479519 256 0.0205882 5
si4_m4D_m256.08 102 0.0460105 256 0.0205882 5
si4_m4D_m256.04 102 0.046787 256 0.0205882 5
si4_m4D_m256.09 102 0.0477577 256 0.0205882 5
si4_m4D_m256.02 102 0.0460105 256 0.0205882 5
si4_m4D_m256.00 102 0.0475636 256 0.0205882 5
si4_m4D_m256.03 102 0.0471753 256 0.0205882 5
si4_m4D_m256.01 102 0.0462046 256 0.0205882 5
si6_b06m_m800.07 480 0.0103079 800 0.00750313 4
si6_b06m_m800.04 480 0.0103688 800 0.00750939 4
si6_b06m_m800.01 480 0.0105602 800 0.00750313 4
si6_b06m_m800.00 480 0.0103253 800 0.00749687 4
si6_b06m_m800.05 480 0.0106211 800 0.00749687 4
si6_b06m_m800.08 480 0.0105689 800 0.00750313 4
si6_b06m_m800.09 480 0.0104993 800 0.00750313 4
si6_b06m_m800.02 480 0.010247 800 0.00750313 4
si6_b06m_m800.03 480 0.0102905 800 0.00748748 4
si6_b06m_m800.06 480 0.0102992 800 0.00749687 4
si4_r001_m400.08 160 0.025 400 0.0204511 7
si4_r001_m400.06 160 0.0255503 400 0.0204511 7
si4_r001_m400.02 160 0.0257075 400 0.0203885 7
si4_r001_m400.00 160 0.0255503 400 0.0205013 7
si4_r001_m400.04 160 0.0253145 400 0.0203509 7
si4_r001_m400.03 160 0.0250786 400 0.0205138 7
si4_r001_m400.09 160 0.025 400 0.0206015 7
si4_r001_m400.05 160 0.0232704 400 0.0204511 7
si4_r001_m400.01 160 0.0231132 400 0.020401 7
si4_r001_m400.07 160 0.0249214 400 0.0205263 7
si2_m4Dr6_m1296.00 259 0.0134686 1296 0.00521236 6
si2_m4Dr6_m1296.01 259 0.013738 1296 0.00521236 6
si2_m4Dr6_m1296.09 259 0.0145461 1296 0.00521236 6
si2_m4Dr6_m1296.06 259 0.0137679 1296 0.00521593 6
si2_m4Dr6_m1296.03 259 0.0160726 1296 0.00521236 6
si2_m4Dr6_m1296.02 259 0.0137679 1296 0.00521355 6
si2_m4Dr6_m1296.05 259 0.01287 1296 0.00521236 6
si2_m4Dr6_m1296.08 259 0.0153542 1296 0.00521116 6
si2_m4Dr6_m1296.04 259 0.013738 1296 0.00521355 6
si2_m4Dr6_m1296.07 259 0.0136781 1296 0.00521355 6
si2_b03_m800.07 160 0.0186321 800 0.00375469 3
si2_b03_m800.08 160 0.0186321 800 0.00375469 3
si2_b03_m800.04 160 0.0186321 800 0.00375469 3
si2_b03_m800.05 160 0.0186321 800 0.00375469 3
si2_b03_m800.09 160 0.0186321 800 0.00375469 3
si2_b03_m800.00 160 0.0186321 800 0.00375469 3
si2_b03_m800.02 160 0.0186321 800 0.00375469 3
si2_b03_m800.03 160 0.0186321 800 0.00375469 3
si2_b03_m800.01 160 0.0186321 800 0.00375469 3
si2_b03_m800.06 160 0.0186321 800 0.00375469 3
si4_b03m_m200.05 80 0.0322785 200 0.0150754 4
si4_b03m_m200.02 80 0.0306962 200 0.0150754 4
si4_b03m_m200.04 80 0.0322785 200 0.0150754 4
si4_b03m_m200.07 80 0.0329114 200 0.0150754 4
si4_b03m_m200.00 80 0.0310127 200 0.0150754 4
si4_b03m_m200.06 80 0.0316456 200 0.0150251 4
si4_b03m_m200.03 80 0.0300633 200 0.0150251 4
si4_b03m_m200.09 80 0.0303797 200 0.0150754 4
si4_b03m_m200.08 80 0.0316456 200 0.0150251 4
si4_b03m_m200.01 80 0.0306962 200 0.0150251 4
si2_b06m_m200.04 40 0.0935897 200 0.0301005 4
si2_b06m_m200.03 40 0.105128 200 0.0300503 4
si2_b06m_m200.08 40 0.110256 200 0.03 4
si2_b06m_m200.06 40 0.0923077 200 0.0301508 4
si2_b06m_m200.05 40 0.107692 200 0.03 4
si2_b06m_m200.02 40 0.0974359 200 0.03 4
si2_b06m_m200.00 40 0.0794872 200 0.0301508 4
si2_b06m_m200.01 40 0.0820513 200 0.0300503 4
si2_b06m_m200.09 40 0.0923077 200 0.0300503 4
si2_b06m_m200.07 40 0.0858974 200 0.0300503 4
si6_m4Dr4_m625.05 375 0.0134332 625 0.01 6
si6_m4Dr4_m625.09 375 0.0136613 625 0.00999487 6
si6_m4Dr4_m625.04 375 0.0134332 625 0.01 6
si6_m4Dr4_m625.00 375 0.0129768 625 0.01 6
si6_m4Dr4_m625.08 375 0.0135187 625 0.00998974 6
si6_m4Dr4_m625.06 375 0.0139608 625 0.01 6
si6_m4Dr4_m625.01 375 0.0131194 625 0.00998974 6
si6_m4Dr4_m625.03 375 0.0128913 625 0.00999487 6
si6_m4Dr4_m625.07 375 0.0125918 625 0.01 6
si6_m4Dr4_m625.02 375 0.013861 625 0.01 6
si4_b03_m200.06 80 0.0370253 200 0.0150754 3
si4_b03_m200.02 80 0.0370253 200 0.0150754 3
si4_b03_m200.07 80 0.0370253 200 0.0150754 3
si4_b03_m200.04 80 0.0370253 200 0.0150754 3
si4_b03_m200.03 80 0.0370253 200 0.0150754 3
si4_b03_m200.05 80 0.0370253 200 0.0150754 3
si4_b03_m200.09 80 0.0370253 200 0.0150754 3
si4_b03_m200.01 80 0.0370253 200 0.0150754 3
si4_b03_m200.00 80 0.0370253 200 0.0150754 3
si4_b03_m200.08 80 0.0370253 200 0.0150754 3
si2_b03_m400.03 80 0.0370253 400 0.0075188 3
si2_b03_m400.06 80 0.0370253 400 0.0075188 3
si2_b03_m400.07 80 0.0370253 400 0.0075188 3
si2_b03_m400.01 80 0.0370253 400 0.0075188 3
si2_b03_m400.05 80 0.0370253 400 0.0075188 3
si2_b03_m400.09 80 0.0370253 400 0.0075188 3
si2_b03_m400.02 80 0.0370253 400 0.0075188 3
si2_b03_m400.00 80 0.0370253 400 0.0075188 3
si2_b03_m400.08 80 0.0370253 400 0.0075188 3
si2_b03_m400.04 80 0.0370253 400 0.0075188 3
si4_b09_m200.02 80 0.106329 200 0.0452261 3
si4_b09_m200.01 80 0.106329 200 0.0452261 3
si4_b09_m200.00 80 0.106329 200 0.0452261 3
si4_b09_m200.09 80 0.106646 200 0.0452261 3
si4_b09_m200.08 80 0.106329 200 0.0452261 3
si4_b09_m200.04 80 0.106329 200 0.0452261 3
si4_b09_m200.06 80 0.106329 200 0.0452261 3
si4_b09_m200.05 80 0.106329 200 0.0452261 3
si4_b09_m200.07 80 0.106329 200 0.0452261 3
si4_b09_m200.03 80 0.106329 200 0.0452261 3
si4_m4Dr4_m256.05 102 0.0436808 256 0.0237132 6
si4_m4Dr4_m256.09 102 0.0442632 256 0.0236826 6
si4_m4Dr4_m256.01 102 0.0366919 256 0.023652 6
si4_m4Dr4_m256.03 102 0.0378567 256 0.0236826 6
si4_m4Dr4_m256.06 102 0.0405746 256 0.0237132 6
si4_m4Dr4_m256.07 102 0.0462046 256 0.0237132 6
si4_m4Dr4_m256.00 102 0.0409629 256 0.0236826 6
si4_m4Dr4_m256.02 102 0.0452339 256 0.0236826 6
si4_m4Dr4_m256.08 102 0.0388274 256 0.0236826 6
si4_m4Dr4_m256.04 102 0.0390215 256 0.023652 6
si2_m4D_m625.01 125 0.0387097 625 0.00871795 5
si2_m4D_m625.00 125 0.0380645 625 0.00871795 5
si2_m4D_m625.08 125 0.0387097 625 0.00871795 5
si2_m4D_m625.04 125 0.0381935 625 0.00871795 5
si2_m4D_m625.09 125 0.0387097 625 0.00871795 5
si2_m4D_m625.02 125 0.0381935 625 0.00871795 5
si2_m4D_m625.05 125 0.0387097 625 0.00871795 5
si2_m4D_m625.06 125 0.0387097 625 0.00871795 5
si2_m4D_m625.07 125 0.0387097 625 0.00871795 5
si2_m4D_m625.03 125 0.0384516 625 0.00871795 5
si4_b09_m800.03 320 0.0277625 800 0.0112641 3
si4_b09_m800.02 320 0.0277429 800 0.0112641 3
si4_b09_m800.09 320 0.0278017 800 0.0112641 3
si4_b09_m800.06 320 0.0277429 800 0.0112641 3
si4_b09_m800.04 320 0.0277625 800 0.0112641 3
si4_b09_m800.05 320 0.0278017 800 0.0112641 3
si4_b09_m800.00 320 0.0277429 800 0.0112641 3
si4_b09_m800.01 320 0.0277429 800 0.0112641 3
si4_b09_m800.07 320 0.0277625 800 0.0112641 3
si4_b09_m800.08 320 0.0277625 800 0.0112641 3
si2_m4Dr4_m256.05 51 0.0745098 256 0.0237132 6
si2_m4Dr4_m256.02 51 0.0643137 256 0.0236826 6
si2_m4Dr4_m256.00 51 0.0752941 256 0.0237132 6
si2_m4Dr4_m256.07 51 0.0784314 256 0.0237132 6
si2_m4Dr4_m256.03 51 0.0619608 256 0.0236826 6
si2_m4Dr4_m256.06 51 0.0643137 256 0.0236826 6
si2_m4Dr4_m256.04 51 0.067451 256 0.023652 6
si2_m4Dr4_m256.09 51 0.0611765 256 0.023652 6
si2_m4Dr4_m256.01 51 0.0752941 256 0.023652 6
si2_m4Dr4_m256.08 51 0.0752941 256 0.0236826 6
si6_m4Dr2_m256.04 153 0.0297558 256 0.0221201 6
si6_m4Dr2_m256.08 153 0.0318197 256 0.0221507 6
si6_m4Dr2_m256.00 153 0.0313897 256 0.0221201 6
si6_m4Dr2_m256.07 153 0.0325077 256 0.0221507 6
si6_m4Dr2_m256.01 153 0.0300138 256 0.0221201 6
si6_m4Dr2_m256.09 153 0.0304438 256 0.0221507 6
si6_m4Dr2_m256.03 153 0.0300138 256 0.0221507 6
si6_m4Dr2_m256.05 153 0.0312178 256 0.0221507 6
si6_m4Dr2_m256.02 153 0.0292398 256 0.0221507 6
si6_m4Dr2_m256.06 153 0.0307018 256 0.0221201 6
si6_b06_m800.00 480 0.0124739 800 0.00750939 3
si6_b06_m800.05 480 0.0124739 800 0.00750939 3
si6_b06_m800.02 480 0.0124739 800 0.00750939 3
si6_b06_m800.07 480 0.0124739 800 0.00750939 3
si6_b06_m800.08 480 0.0124739 800 0.00750939 3
si6_b06_m800.09 480 0.0124739 800 0.00750939 3
si6_b06_m800.06 480 0.0124739 800 0.00750939 3
si6_b06_m800.01 480 0.0124739 800 0.00750939 3
si6_b06_m800.04 480 0.0124739 800 0.00750939 3
si6_b06_m800.03 480 0.0124739 800 0.00750939 3
si4_b09m_m800.06 320 0.0182014 800 0.0112547 4
si4_b09m_m800.01 320 0.0189459 800 0.0112484 4
si4_b09m_m800.02 320 0.0193966 800 0.0112578 4
si4_b09m_m800.08 320 0.0191027 800 0.011239 4
si4_b09m_m800.04 320 0.0192006 800 0.0112578 4
si4_b09m_m800.03 320 0.0188284 800 0.0112578 4
